Time,microVolts
0.0,-1.20849609375
0.001,-1.1279296875
0.002,-0.9667968749999998
0.003,-0.4833984374999999
0.004,-0.1611328125
0.005,0.322265625
0.006,0.72509765625
0.007,0.9667968749999998
0.008,1.0473632812499998
0.009,1.3696289062499998
0.01,1.5307617187499998
0.011,1.8530273437499998
0.012,2.4169921875
0.013,2.7392578124999996
0.014,3.0615234374999996
0.015,3.14208984375
0.016,3.3032226562499996
0.017,3.22265625
0.018,3.0615234374999996
0.019,3.0615234374999996
0.02,3.0615234374999996
0.021,3.0615234374999996
0.022,2.81982421875
0.023,2.7392578124999996
0.024,2.578125
0.025,2.3364257812499996
0.026,2.0947265624999996
0.027,1.8530273437499998
0.028,1.7724609374999998
0.029,1.7724609374999998
0.03,1.6918945312499998
0.031,1.611328125
0.032,1.3696289062499998
0.033,0.9667968749999998
0.034,0.56396484375
0.035,0.24169921874999994
0.036,0.24169921874999994
0.037,0.1611328125
0.038,0.24169921874999994
0.039,0.322265625
0.04,0.4833984374999999
0.041,0.56396484375
0.042,0.56396484375
0.043,0.72509765625
0.044,0.8862304687499999
0.045,0.8862304687499999
0.046,1.0473632812499998
0.047,0.9667968749999998
0.048,0.9667968749999998
0.049,0.9667968749999998
0.05,0.64453125
0.051,0.4833984374999999
0.052,0.4833984374999999
0.053,0.40283203125
0.054,0.24169921874999994
0.055,0.0
0.056,-0.24169921874999994
0.057,-0.4833984374999999
0.058,-0.4833984374999999
0.059,-0.4833984374999999
0.06,-0.64453125
0.061,-0.64453125
0.062,-0.64453125
0.063,-0.64453125
0.064,-0.8056640625
0.065,-0.9667968749999998
0.066,-1.0473632812499998
0.067,-1.20849609375
0.068,-1.1279296875
0.069,-0.72509765625
0.07,-0.08056640625
0.071,0.56396484375
0.072,0.9667968749999998
0.073,0.9667968749999998
0.074,1.1279296875
0.075,1.20849609375
0.076,1.3696289062499998
0.077,1.5307617187499998
0.078,1.5307617187499998
0.079,1.7724609374999998
0.08,1.9335937499999996
0.081,1.9335937499999996
0.082,2.01416015625
0.083,2.01416015625
0.084,1.9335937499999996
0.085,1.8530273437499998
0.086,1.7724609374999998
0.087,1.5307617187499998
0.088,1.611328125
0.089,2.01416015625
0.09,2.4169921875
0.091,2.6586914062499996
0.092,2.9809570312499996
0.093,3.3837890624999996
0.094,3.5449218749999996
0.095,3.5449218749999996
0.096,3.5449218749999996
0.097,3.5449218749999996
0.098,3.22265625
0.099,3.22265625
0.1,3.3837890624999996
0.101,3.7060546874999996
0.102,3.867187499999999
0.103,3.867187499999999
0.104,3.94775390625
0.105,4.108886718749999
0.106,4.43115234375
0.107,4.59228515625
0.108,4.753417968749999
0.109,4.753417968749999
0.11,4.51171875
0.111,4.43115234375
0.112,4.189453124999999
0.113,3.94775390625
0.114,3.867187499999999
0.115,3.5449218749999996
0.116,3.22265625
0.117,3.0615234374999996
0.118,2.900390625
0.119,2.900390625
0.12,2.900390625
0.121,2.81982421875
0.122,2.578125
0.123,2.6586914062499996
0.124,2.49755859375
0.125,2.6586914062499996
0.126,2.9809570312499996
0.127,3.14208984375
0.128,3.22265625
0.129,3.3837890624999996
0.13,3.5449218749999996
0.131,3.62548828125
0.132,3.7060546874999996
0.133,3.62548828125
0.134,3.3032226562499996
0.135,2.900390625
0.136,2.81982421875
0.137,2.6586914062499996
0.138,2.6586914062499996
0.139,2.7392578124999996
0.14,2.7392578124999996
0.141,2.81982421875
0.142,2.900390625
0.143,2.81982421875
0.144,2.6586914062499996
0.145,2.4169921875
0.146,1.9335937499999996
0.147,1.4501953125
0.148,1.1279296875
0.149,0.8056640625
0.15,0.40283203125
0.151,0.4833984374999999
0.152,0.56396484375
0.153,0.56396484375
0.154,0.64453125
0.155,0.56396484375
0.156,0.64453125
0.157,0.72509765625
0.158,0.9667968749999998
0.159,1.3696289062499998
0.16,1.5307617187499998
0.161,1.5307617187499998
0.162,1.4501953125
0.163,1.6918945312499998
0.164,1.6918945312499998
0.165,1.4501953125
0.166,1.0473632812499998
0.167,0.72509765625
0.168,0.40283203125
0.169,0.322265625
0.17,0.4833984374999999
0.171,0.72509765625
0.172,0.8056640625
0.173,1.0473632812499998
0.174,1.1279296875
0.175,1.20849609375
0.176,1.1279296875
0.177,1.0473632812499998
0.178,0.8862304687499999
0.179,1.0473632812499998
0.18,1.1279296875
0.181,1.20849609375
0.182,1.1279296875
0.183,0.72509765625
0.184,0.322265625
0.185,-0.1611328125
0.186,-0.64453125
0.187,-0.64453125
0.188,-0.40283203125
0.189,-0.08056640625
0.19,-0.1611328125
0.191,-0.322265625
0.192,-0.40283203125
0.193,-0.322265625
0.194,-0.4833984374999999
0.195,-0.322265625
0.196,0.0
0.197,0.0
0.198,0.0
0.199,0.0
0.2,-0.08056640625
0.201,0.0
0.202,0.0
0.203,0.24169921874999994
0.204,0.4833984374999999
0.205,0.56396484375
0.206,0.56396484375
0.207,0.64453125
0.208,0.72509765625
0.209,0.8862304687499999
0.21,0.9667968749999998
0.211,0.9667968749999998
0.212,0.9667968749999998
0.213,0.8862304687499999
0.214,0.72509765625
0.215,0.56396484375
0.216,0.322265625
0.217,0.08056640625
0.218,0.0
0.219,0.1611328125
0.22,0.24169921874999994
0.221,0.322265625
0.222,0.322265625
0.223,0.322265625
0.224,0.24169921874999994
0.225,-0.08056640625
0.226,-0.4833984374999999
0.227,-0.72509765625
0.228,-1.0473632812499998
0.229,-1.20849609375
0.23,-1.1279296875
0.231,-1.1279296875
0.232,-1.20849609375
0.233,-1.4501953125
0.234,-1.611328125
0.235,-1.7724609374999998
0.236,-2.01416015625
0.237,-2.17529296875
0.238,-1.9335937499999996
0.239,-1.611328125
0.24,-1.4501953125
0.241,-1.3696289062499998
0.242,-1.2890625
0.243,-1.3696289062499998
0.244,-1.4501953125
0.245,-1.4501953125
0.246,-1.4501953125
0.247,-1.8530273437499998
0.248,-1.611328125
0.249,-1.20849609375
0.25,-0.9667968749999998
0.251,-0.8056640625
0.252,-0.72509765625
0.253,-0.8862304687499999
0.254,-0.9667968749999998
0.255,-0.9667968749999998
0.256,-0.8862304687499999
0.257,-0.9667968749999998
0.258,-0.8056640625
0.259,-0.56396484375
0.26,-0.322265625
0.261,-0.322265625
0.262,-0.322265625
0.263,-0.40283203125
0.264,-0.40283203125
0.265,-0.40283203125
0.266,-0.1611328125
0.267,-0.40283203125
0.268,-0.64453125
0.269,-0.8056640625
0.27,-0.9667968749999998
0.271,-0.8862304687499999
0.272,-0.8862304687499999
0.273,-0.9667968749999998
0.274,-1.20849609375
0.275,-1.20849609375
0.276,-1.20849609375
0.277,-1.2890625
0.278,-1.1279296875
0.279,-0.8056640625
0.28,-0.8862304687499999
0.281,-0.9667968749999998
0.282,-1.0473632812499998
0.283,-1.2890625
0.284,-1.611328125
0.285,-1.9335937499999996
0.286,-1.6918945312499998
0.287,-1.611328125
0.288,-1.2890625
0.289,-0.8056640625
0.29,-0.4833984374999999
0.291,-0.24169921874999994
0.292,0.0
0.293,0.08056640625
0.294,-0.08056640625
0.295,-0.24169921874999994
0.296,-0.24169921874999994
0.297,-0.24169921874999994
0.298,0.08056640625
0.299,0.24169921874999994
0.3,0.56396484375
0.301,0.56396484375
0.302,0.322265625
0.303,0.0
0.304,0.0
0.305,0.0
0.306,0.0
0.307,-0.08056640625
0.308,-0.322265625
0.309,-0.40283203125
0.31,-0.322265625
0.311,-0.322265625
0.312,-0.24169921874999994
0.313,-0.1611328125
0.314,0.0
0.315,0.24169921874999994
0.316,0.56396484375
0.317,0.8056640625
0.318,1.1279296875
0.319,1.5307617187499998
0.32,1.8530273437499998
0.321,2.01416015625
0.322,2.01416015625
0.323,1.9335937499999996
0.324,1.7724609374999998
0.325,1.6918945312499998
0.326,1.7724609374999998
0.327,1.611328125
0.328,1.5307617187499998
0.329,1.5307617187499998
0.33,1.5307617187499998
0.331,1.6918945312499998
0.332,1.8530273437499998
0.333,1.9335937499999996
0.334,1.8530273437499998
0.335,1.9335937499999996
0.336,2.01416015625
0.337,2.0947265624999996
0.338,1.7724609374999998
0.339,1.4501953125
0.34,1.2890625
0.341,0.9667968749999998
0.342,0.72509765625
0.343,0.4833984374999999
0.344,0.08056640625
0.345,-0.24169921874999994
0.346,-0.322265625
0.347,-0.64453125
0.348,-1.0473632812499998
0.349,-1.3696289062499998
0.35,-1.2890625
0.351,-1.0473632812499998
0.352,-0.9667968749999998
0.353,-1.1279296875
0.354,-1.4501953125
0.355,-1.7724609374999998
0.356,-1.9335937499999996
0.357,-1.9335937499999996
0.358,-1.9335937499999996
0.359,-1.9335937499999996
0.36,-1.8530273437499998
0.361,-1.6918945312499998
0.362,-1.7724609374999998
0.363,-2.01416015625
0.364,-2.3364257812499996
0.365,-2.49755859375
0.366,-2.7392578124999996
0.367,-2.7392578124999996
0.368,-2.81982421875
0.369,-2.7392578124999996
0.37,-2.578125
0.371,-2.4169921875
0.372,-2.17529296875
0.373,-2.3364257812499996
0.374,-2.6586914062499996
0.375,-2.9809570312499996
0.376,-3.14208984375
0.377,-3.14208984375
0.378,-2.9809570312499996
0.379,-2.578125
0.38,-2.3364257812499996
0.381,-2.0947265624999996
0.382,-2.255859375
0.383,-2.4169921875
0.384,-2.4169921875
0.385,-2.49755859375
0.386,-2.17529296875
0.387,-2.01416015625
0.388,-1.7724609374999998
0.389,-1.2890625
0.39,-0.9667968749999998
0.391,-0.8056640625
0.392,-1.0473632812499998
0.393,-1.20849609375
0.394,-1.6918945312499998
0.395,-2.01416015625
0.396,-2.0947265624999996
0.397,-2.255859375
0.398,-2.3364257812499996
0.399,-2.01416015625
0.4,-1.7724609374999998
0.401,-1.5307617187499998
0.402,-1.4501953125
0.403,-1.4501953125
0.404,-1.611328125
0.405,-1.611328125
0.406,-1.4501953125
0.407,-1.1279296875
0.408,-0.72509765625
0.409,-0.24169921874999994
0.41,0.08056640625
0.411,0.40283203125
0.412,0.56396484375
0.413,0.64453125
0.414,0.56396484375
0.415,0.40283203125
0.416,0.40283203125
0.417,0.4833984374999999
0.418,0.40283203125
0.419,0.4833984374999999
0.42,0.322265625
0.421,0.24169921874999994
0.422,0.1611328125
0.423,-0.08056640625
0.424,-0.40283203125
0.425,-0.40283203125
0.426,-0.322265625
0.427,-0.1611328125
0.428,-0.1611328125
0.429,0.24169921874999994
0.43,0.8056640625
0.431,1.1279296875
0.432,1.4501953125
0.433,1.4501953125
0.434,1.4501953125
0.435,1.2890625
0.436,1.20849609375
0.437,1.20849609375
0.438,1.2890625
0.439,1.5307617187499998
0.44,1.611328125
0.441,1.5307617187499998
0.442,1.4501953125
0.443,1.3696289062499998
0.444,1.5307617187499998
0.445,1.7724609374999998
0.446,2.17529296875
0.447,2.4169921875
0.448,2.578125
0.449,2.578125
0.45,2.49755859375
0.451,2.49755859375
0.452,2.255859375
0.453,1.9335937499999996
0.454,1.611328125
0.455,1.5307617187499998
0.456,1.6918945312499998
0.457,1.7724609374999998
0.458,1.9335937499999996
0.459,1.9335937499999996
0.46,1.9335937499999996
0.461,1.7724609374999998
0.462,1.5307617187499998
0.463,1.5307617187499998
0.464,1.6918945312499998
0.465,1.9335937499999996
0.466,2.01416015625
0.467,1.9335937499999996
0.468,1.6918945312499998
0.469,1.5307617187499998
0.47,1.3696289062499998
0.471,1.1279296875
0.472,1.0473632812499998
0.473,0.72509765625
0.474,0.322265625
0.475,0.0
0.476,-0.1611328125
0.477,-0.1611328125
0.478,0.08056640625
0.479,0.56396484375
0.48,0.8862304687499999
0.481,1.20849609375
0.482,1.5307617187499998
0.483,1.8530273437499998
0.484,1.9335937499999996
0.485,2.255859375
0.486,2.49755859375
0.487,2.578125
0.488,2.81982421875
0.489,3.0615234374999996
0.49,3.4643554687500004
0.491,3.867187499999999
0.492,4.108886718749999
0.493,4.27001953125
0.494,4.3505859375
0.495,4.43115234375
0.496,4.43115234375
0.497,4.59228515625
0.498,4.753417968749999
0.499,4.91455078125
0.5,5.15625
0.501,5.397949218749999
0.502,5.397949218749999
0.503,5.23681640625
0.504,5.07568359375
0.505,5.07568359375
0.506,5.15625
0.507,5.07568359375
0.508,4.9951171875
0.509,5.15625
0.51,5.15625
0.511,5.23681640625
0.512,4.91455078125
0.513,4.189453124999999
0.514,3.62548828125
0.515,3.4643554687500004
0.516,3.62548828125
0.517,3.78662109375
0.518,3.94775390625
0.519,4.27001953125
0.52,4.3505859375
0.521,4.108886718749999
0.522,3.867187499999999
0.523,3.62548828125
0.524,3.3032226562499996
0.525,3.3032226562499996
0.526,3.78662109375
0.527,4.0283203125
0.528,4.189453124999999
0.529,4.43115234375
0.53,4.43115234375
0.531,4.108886718749999
0.532,3.94775390625
0.533,3.7060546874999996
0.534,3.3032226562499996
0.535,2.900390625
0.536,2.6586914062499996
0.537,2.49755859375
0.538,2.578125
0.539,2.81982421875
0.54,2.9809570312499996
0.541,3.14208984375
0.542,3.22265625
0.543,3.3032226562499996
0.544,3.5449218749999996
0.545,3.78662109375
0.546,3.78662109375
0.547,3.867187499999999
0.548,3.94775390625
0.549,4.108886718749999
0.55,4.189453124999999
0.551,4.108886718749999
0.552,3.94775390625
0.553,3.7060546874999996
0.554,3.3032226562499996
0.555,2.9809570312499996
0.556,2.4169921875
0.557,2.17529296875
0.558,2.01416015625
0.559,2.0947265624999996
0.56,2.01416015625
0.561,1.9335937499999996
0.562,1.8530273437499998
0.563,1.5307617187499998
0.564,1.20849609375
0.565,1.1279296875
0.566,1.1279296875
0.567,0.9667968749999998
